PublishedRecordId,Data de Criação,Data Alvo,Data Conclusão,Status,Prioridade,Título,Descrição,Responsável,Função,Origem,Local,Categoria,Tipo de Registro,Dias em Aberto,Atrasada?,Área LI,Macrotema LI,Tema específico,Voz do problema,Referência técnica,Exposição / perda potencial,Evidência textual,Confiança		
8 - Participar de reciclagem comportamental focada em percepção de risco e condução segura.",Devlim Coradelli,PS Packaging Materials Factory,,CD Expedição,Factory,Events,20,NÃO,Warehouse / Doca,Movimentação de Materiais,Empilhadeira / veículo industrial,Condição ou operação insegura de empilhadeira,NR 11,"Atropelamento, colisão ou tombamento",empilhadeira,Alta		
43235,2026-03-27,2026-03-26,2026-03-31,Closed,Low (Ideally within 30 days),5S laminadora,"Guarda corpo em local inapropriado		
Caixa de cilindro fora de marcação		
Filtros sem local apropriado para guardar		
Balança em local sem marcação",Ricardo Almeida,PS Packaging Materials Factory,,Laminadora 25,Factory,Audit,3,NÃO,Laminação,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",sem marcacao,Alta		
43234,2026-03-27,2026-03-26,2026-03-31,Closed,Low (Ideally within 30 days),Stop Mecânico,Stop mecânico soltos no chão ( sem parafuso de fixação,Ricardo Almeida,PS Packaging Materials Factory,,"Paines elétricos do embobinador, unidade hidraulica, tubulação do ar condicionado área de movimentação de aluminio",Factory,Audit,3,NÃO,"Paines elétricos do embobinador, unidade hidraulica, tubulação do ar condicionado área de movimentação de aluminio",Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
43160,2026-03-26,2026-03-26,2026-03-31,Closed,Low (Ideally within 30 days),Caixa de residuos,Caixa cheia de aluminio com óleo,Paulo Soares,PS Packaging Materials Factory,,Extrusora A/B,Factory,Audit,4,NÃO,Extrusora A/B,5S e Organização,Descarte / resíduos,Descarte ou segregação de resíduos inadequados,5S / Resíduos,"Contaminação, incêndio ou obstrução",residuo,Alta		
39869,2025-12-30,2026-03-30,2026-04-06,Closed,Low (Ideally within 30 days),Sensor de presença,"Propor junto ao fornecedor de paleteiras a instalação de sensor de presença que verifique a posição correta da mesma no palete, dessa forma impedindo o acionamento de elevação de carga quando a paleteira não estiver corretamente posicionada.",Marcelo Sousa,PS Packaging Materials Factory,,"Paletuização, entrada manual de paletes posição 102",Factory,Events,96,NÃO,Warehouse / Doca,Segurança de Máquinas,Sensor / intertravamento,Falha ou inadequação de sensor/intertravamento,NR 12,Acesso à zona de perigo com máquina energizada,sensor de presenca,Alta		
43051,2026-03-20,2026-04-24,2026-04-16,Closed,Medium (Ideally within 14 days),Central de cameras mesanino,"Central de		
 cameras do mesanino esta com a Porta frontal e traseira abertas.",Guilherme Ismael,PS Packaging Materials Factory,,,Factory,Audit,26,NÃO,Produção / Fábrica,Monitoramento e Controle,Câmera / sinal / indicador,Sistema de monitoramento ou indicação inadequado,Controles Operacionais,Falha de detecção ou informação ao operador,camera,Média		
44848,2026-04-26,2026-04-26,2026-04-27,Closed,Very High (Immediately),Painel eletrico,- painel eletrico forno 3 aberto,Leandro Candido,PS Packaging Materials Factory,,,Factory,Audit,0,NÃO,Produção / Fábrica,Risco Elétrico,Painel elétrico,"Painel elétrico aberto, obstruído ou inadequado",NR 10,"Choque elétrico, arco elétrico ou impedimento de acesso",painel eletrico,Alta		
42357,2026-02-26,2026-04-27,2026-07-01,Closed,Medium (Ideally within 14 days),Falta de informação visual nos containers de descarte.,Necessário pintar a identificação dos containers da usinagem,AndreLuis Silva,PS Packaging Materials Factory,,Usinagem,Factory,Audit,124,NÃO,Manutenção / Usinagem,5S e Organização,Descarte / resíduos,Descarte ou segregação de resíduos inadequados,5S / Resíduos,"Contaminação, incêndio ou obstrução",descarte,Alta		
45056,2026-05-04,2026-04-29,2026-05-04,Closed,Very High (Immediately),Trava LOTO,Porta do laminador 3 lado operador sem trava loto,Ricardo Almeida,PS Packaging Materials Factory,,Laminadora 25,Factory,Actions,-1,NÃO,Laminadora 25,Isolamento de Energias,LOTO / bloqueio,Bloqueio e etiquetagem de energia inadequados,NR 10 / NR 12,Energização inesperada durante intervenção,loto,Alta		
45055,2026-05-04,2026-04-29,2026-05-04,Closed,High (Ideally within 7 days),Armadilha de luz,Armadilha de luz desligada da ante camera 4,Ricardo Almeida,PS Packaging Materials Factory,Safety Observation,Laminadora,Factory,,-1,NÃO,Canudos,Monitoramento e Controle,Câmera / sinal / indicador,Sistema de monitoramento ou indicação inadequado,Controles Operacionais,Falha de detecção ou informação ao operador,camera,Média		
45036,2026-05-01,2026-04-30,2026-05-13,Closed,Medium (Ideally within 14 days),Caixas obstruindo portão,Caixas de Canudos de inox obstruindo a entrada do portão de entrada da co-extrusora do reto 7,Antonio Silva,PS Additional Materials Factory,,Extrusora Reto 7,Factory,Audit,11,NÃO,Canudos,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
45035,2026-05-01,2026-04-30,2026-05-05,Closed,Medium (Ideally within 14 days),Fios desorganizados,Fios desorganizados em cima da Doctor,Natascha Morandi,PS Additional Materials Factory,,Doctor 4,Factory,Audit,3,NÃO,Doctor 4,5S e Organização,Organização do posto,Posto ou área desorganizada,5S,"Obstrução, perda de eficiência ou acidente",desorganiz,Média		
44844,2026-04-26,2026-05-01,2026-05-08,Closed,Medium (Ideally within 14 days),Cilindros ao lado do cyklop,"-Cilindro inergem está descarregado, técnico já colocou em seu relatório e já com orçamento aprovado, precisamos priorizar o andamento.",Fernando Mistura,PS Packaging Materials Factory,,,Factory,Audit,11,NÃO,Produção / Fábrica,Documentação,Checklist / formulário / registro,"Checklist, formulário ou registro requer revisão",Sistema de Gestão,Controle documental insuficiente,relatorio,Média		
44843,2026-04-26,2026-05-01,2026-05-08,Closed,Medium (Ideally within 14 days),Carrinho de limpeza,- Carrinho de limpeza da area de paletização possui cantos vivos,Rodrigo Simini,PS Packaging Materials Factory,,,Factory,Audit,11,NÃO,Produção / Fábrica,5S e Organização,Limpeza / housekeeping,Condição de limpeza inadequada,5S,"Escorregamento, contaminação ou degradação do ambiente",limpeza,Alta		
45296,2026-05-14,2026-05-15,2026-05-15,Closed,Medium (Ideally within 14 days),Pilhas expostas,"Pilhas expostas, sem local destinado",Gabrielle Grossi,PS Additional Materials Factory,,,Factory,Audit,0,NÃO,Produção / Fábrica,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
45300,2026-05-14,2026-05-18,2026-05-15,Closed,Medium (Ideally within 14 days),Frascos sem uso,Frascos químicos sem uso,Gabrielle Grossi,PS Additional Materials Factory,,,Factory,Audit,0,NÃO,Produção / Fábrica,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
45524,2026-05-26,2026-05-26,2026-05-27,Closed,Medium (Ideally within 14 days),Painel da Extrusora A do Motor Aberto,Painel da Extrusora A do Motor Aberto,Leandro Thomaz,PS Packaging Materials Factory,,,Factory,Audit,0,NÃO,Extrusão,Risco Elétrico,Cabo / painel / instalação,"Cabo, painel ou instalação elétrica inadequada",NR 10,"Choque, arco elétrico ou tropeço",painel,Média		
45523,2026-05-26,2026-05-26,2026-05-27,Closed,Medium (Ideally within 14 days),Área dos Extintores sem marcação no chão,Área dos Extintores sem marcação no chão,Leandro Thomaz,PS Packaging Materials Factory,,,Factory,Audit,0,NÃO,Produção / Fábrica,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",sem marcacao,Alta		
45522,2026-05-26,2026-05-26,2026-05-27,Closed,Medium (Ideally within 14 days),Recipiente da solução de teste de Fope não identificado,Recipiente da solução de teste de Fope não identificado,Leandro Thomaz,PS Packaging Materials Factory,,,Factory,Audit,0,NÃO,Produção / Fábrica,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
45518,2026-05-26,2026-05-26,2026-05-26,Closed,High (Ideally within 7 days),She Tour Impressão,Extintor obstruido no piso superior da vtv 17,Fernando Mistura,PS Packaging Materials Factory,,,Factory,Audit,-1,NÃO,Impressão,Prevenção de Incêndio,Extintor / hidrante,Equipamento de combate a incêndio inadequado,NR 23,Falha na resposta inicial a incêndio,extintor,Alta		
45517,2026-05-26,2026-05-26,2026-05-26,Closed,Medium (Ideally within 14 days),5S filtro de agua,Filtro de agua localizado ao lado de um transformador de energia da impressora de papel,Fernando Mistura,PS Packaging Materials Factory,,She Tour Impressora,Factory,Audit,-1,NÃO,Impressão,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
45584,2026-05-28,2026-05-28,2026-05-28,Closed,Medium (Ideally within 14 days),Obstrução de prancha pela equipe de limpeza,"Foi identificado que a equipe de limpeza está obstruindo uma prancha (via/passagem) com o carrinho de materiais de limpeza, comprometendo a livre circulação e podendo gerar riscos à segurança, como tropeços, quedas ou dificuldade em uma eventual evacuação/emergência em local de passagem, bem como obstrução da prancha fixada no local.		
A condição observada caracteriza desvio de organização e segurança da área, não atendendo aos requisitos de manutenção de acessos livres e desobstruídos.		
Solicita-se a orientação da equipe envolvida e a adoção de medidas para garantir que a prancha permaneça desobstruída de forma contínua, evitando a recorrência do desvio.		
Chamado relacionado ao report 73636",Guilherme Ismael,Services,Safety Observation,Próximo ao escritório de services.,Office,,-1,NÃO,Warehouse / Doca,5S e Organização,Limpeza / housekeeping,Condição de limpeza inadequada,5S,"Escorregamento, contaminação ou degradação do ambiente",limpeza,Alta		
45427,2026-05-21,2026-05-28,2026-05-21,Closed,Low (Ideally within 30 days),MELHORAR 5 S DA AREA,MELHORAR 5 S DA AREA,Denilson Oliveira,PS Packaging Materials Factory,,C2 PRODUÇÃO,Factory,Audit,-1,NÃO,C2 PRODUÇÃO,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
45298,2026-05-14,2026-05-31,2026-07-16,Closed,Medium (Ideally within 14 days),Tapete ergonomico danificado,Tapete ergonomico danificado,Antonio Silva,PS Additional Materials Factory,,Linha 165 amarela,Factory,Audit,62,NÃO,Utilidades,Ergonomia,Posto / postura / esforço,Condição ergonômica inadequada,NR 17,Distúrbio musculoesquelético ou fadiga,"ergonom, tapete ergonomico",Alta		
44846,2026-04-26,2026-06-01,2026-05-08,Closed,Low (Ideally within 30 days),Sem grade nr12,"- grade onde se  localizava  o conjunto que foi retirado de esteiras da cortadeira 54 foi retirada porém agora estamos com Uma abertura na esteira que permaneceu, o local está identificado porém precisamos providenciar o fechamento por completo do equipamento",Fernando Mistura,PS Packaging Materials Factory,,,Factory,Audit,11,NÃO,Cortadeiras,Segurança de Máquinas,Proteção física / grade NR 12,Proteção ou grade de máquina inadequada,NR 12,Contato com partes móveis / esmagamento,grade nr12,Alta		
45297,2026-05-14,2026-06-15,2026-05-15,Closed,Low (Ideally within 30 days),Máquina muita suja,Máquina/ ferramenta muito suja e com partes gastas.,Carlos Montanini,PS Additional Materials Factory,,Sala de manutenção,Factory,Audit,0,NÃO,Sala de manutenção,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
45299,2026-05-14,2026-06-30,2026-07-13,Closed,Low (Ideally within 30 days),Faixa sem pintar,"Faixa de pedestre sem pintar, atras da manutenção.",Antonio Silva,PS Additional Materials Factory,,,Factory,Audit,59,NÃO,Manutenção / Usinagem,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",faixa de pedestre,Alta		
46375,2026-06-28,2026-07-01,2026-06-28,Closed,Medium (Ideally within 14 days),oportunidade de melhoria no 5s,oportunidade de melhoria no 5s limpeza e organização do mezanino,Joseval Prado,PS Packaging Materials Factory,,c2 mezanino do kuka,Factory,Audit,-1,NÃO,c2 mezanino do kuka,5S e Organização,Limpeza / housekeeping,Condição de limpeza inadequada,5S,"Escorregamento, contaminação ou degradação do ambiente",limpeza,Alta		
44847,2026-04-26,2026-07-01,2026-05-08,Closed,Low (Ideally within 30 days),Calhas exposta,"- calhas onde ficavam esteiras da cortadeira 54 estão expostas e danificadas, precisamos organizar melhor o local",Fernando Mistura,PS Packaging Materials Factory,,,Factory,Audit,11,NÃO,Cortadeiras,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
44842,2026-04-26,2026-07-01,2026-05-08,Closed,Medium (Ideally within 14 days),Escada fora dos padrões Nr12,- Escada está fora dos padrones nr12 e sem lugar adequado para o operador segurar quando necessita subir na mesma,Fernando Mistura,PS Packaging Materials Factory,,Escada so Lado do cyklop,Factory,Audit,11,NÃO,Escada so Lado do cyklop,Quedas e Circulação,Escada / guarda-corpo,"Escada, guarda-corpo ou proteção contra queda inadequada",NR 35 / NR 8,Queda de altura,escada,Alta		
46732,2026-07-11,2026-07-18,2026-07-12,Closed,Low (Ideally within 30 days),Falta de 5s,Falta de organização nas etiquetas e fitas.,Gabrielle Grossi,PS Additional Materials Factory,,,Factory,Audit,0,NÃO,Produção / Fábrica,5S e Organização,Identificação,"Item, local ou condição sem identificação",5S / Gestão Visual,"Uso, descarte ou armazenamento incorreto",etiqueta,Alta		
46731,2026-07-11,2026-07-18,2026-07-12,Closed,Low (Ideally within 30 days),Caixa quebrada e cadeira fora do lugar,"Caixa quebrada e cadeira fora do lugar, na FF",Gabrielle Grossi,PS Additional Materials Factory,,,Factory,Audit,0,NÃO,Produção / Fábrica,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
46730,2026-07-11,2026-07-18,2026-07-12,Closed,Low (Ideally within 30 days),Palete fora do lugar,Palete fora do lugar,Gabrielle Grossi,PS Additional Materials Factory,,,Factory,Audit,0,NÃO,Warehouse / Doca,Movimentação de Materiais,Paletes / cargas,Palete ou carga em condição inadequada,NR 11,"Queda de carga, tombamento ou lesão por manuseio",palete,Alta		
46733,2026-07-11,2026-08-11,2026-07-16,Closed,Low (Ideally within 30 days),Tapete ergonomico danificado,Tapete ergonomico na doctor 7 /SU  danificado nas pontas,Antonio Silva,PS Additional Materials Factory,,,Factory,Audit,4,NÃO,Utilidades,Ergonomia,Posto / postura / esforço,Condição ergonômica inadequada,NR 17,Distúrbio musculoesquelético ou fadiga,"ergonom, tapete ergonomico",Alta		
43036,2026-03-20,2026-08-20,2026-04-13,Closed,Low (Ideally within 30 days),Desenvolvimento de Sistema de Segurança para Prevenção de Operação com Tampa Traseira Aberta,"Solicitar ao fabricante da empilhadeira o desenvolvimento e implementação de um sistema de segurança integrado para a tampa traseira, que impeça riscos operacionais em caso de abertura involuntária. O dispositivo deve contemplar, no mínimo, uma das seguintes funcionalidades:		
		
Alarme sonoro imediato sempre que a tampa traseira estiver aberta durante a operação		
Redução automática da velocidade da empilhadeira quando a tampa traseira não estiver devidamente travada		
Bloqueio total do deslocamento do equipamento até que a tampa seja fechada e o travamento confirmado pelo sistema.		
		
Objetivo:		
Prevenir movimentação do equipamento com a tampa traseira aberta, eliminando a possibilidade de colisão estrutural, danos ao patrimônio e riscos ao operado",Marcos Souza,PS Packaging Materials Factory,,Empilhadeira,Factory,Events,23,NÃO,Warehouse / Doca,Movimentação de Materiais,Empilhadeira / veículo industrial,Condição ou operação insegura de empilhadeira,NR 11,"Atropelamento, colisão ou tombamento",empilhadeira,Alta		
3835,2022-05-03,2022-05-03,,In Progress,Very High (Immediately),O forro da cozinha do CIC com risco de queda,"è necessário verificar se o gesso da cozinha tem risco d cair, assim como ocorreu com o hall do banheiro ID do my OHS3834, pq foi o mesmo vazamento. E pegou todas as áreas",Edevandro Relis,Marketing/Sales/Commercial,Safety Observation,,,,1539,SIM,Restaurante / Sodexo,Meio Ambiente,Vazamento de água / óleo,Vazamento com potencial ambiental ou de desperdício,ISO 14001,"Contaminação, desperdício ou escorregamento",vazamento,Alta		
3862,2022-05-04,2022-05-11,,In Progress,High (Ideally within 7 days),Reportar o ocorrido à Sodexo,Reportar o ocorrido à Sodexo,Reginaldo Merige,Services,,,,Events,1538,SIM,Restaurante / Sodexo,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
5225,2022-07-06,2022-07-06,,In Progress,Medium (Ideally within 14 days),Não utilização de máscara no fretado,Foi observado algumas vezes a falta de utilização de máscara por várias pessoas no fretado.,Ubaldo Junior,,,,,,1475,SIM,Área não identificada,Procedimentos e Capacitação,Método / instrução operacional,Método de trabalho necessita definição ou reforço,Sistema de Gestão,Variação operacional ou recorrência,"utilizacao, utilizacao",Média		
13763,2023-06-06,2023-06-30,,In Progress,Low (Ideally within 30 days),Orientar a funcionária para se atentar ao utilizar a faca,Orientar a funcionária para se atentar ao utilizar a faca,Kayo Gama,PS Packaging Materials Factory,,,Factory,Events,1140,SIM,Produção / Fábrica,Procedimentos e Capacitação,Treinamento / comunicação,"Necessidade de treinamento, orientação ou comunicação",Sistema de Gestão,Falha de conhecimento ou comportamento inseguro,orientar,Alta		
13587,2023-05-25,2023-07-05,,In Progress,Low (Ideally within 30 days),Suporte sanitizante doctor 08,"Colocar suporte para sanitizante de mãos na doctor 08.		
Chamado SODEXO SR-194373-N4R8F2",Daniel Fonseca,PS Packaging Materials Factory,,,Factory,Audit,1152,SIM,Restaurante / Sodexo,Manutenção e Confiabilidade,Componente danificado / condição básica,Componente físico danificado ou condição básica degradada,Manutenção,Falha funcional ou risco secundário,suporte,Média		
13581,2023-05-25,2023-07-17,,In Progress,Low (Ideally within 30 days),Demarcar local lixeira e Gaiola,"Demarcar local da lixeira e gaiola de plastico ao lado da TV prioridades da Doctor.		
Chamado SODEXO SR-194366-H075Q2",Enio Cruz,PS Packaging Materials Factory,,,Factory,Audit,1152,SIM,Restaurante / Sodexo,5S e Organização,Descarte / resíduos,Descarte ou segregação de resíduos inadequados,5S / Resíduos,"Contaminação, incêndio ou obstrução",lixeira,Alta		
13583,2023-05-25,2023-07-19,,In Progress,Low (Ideally within 30 days),Apagar guia vermelho doctor 08,"Remover linha guia vermelha do chão e fazer outra no lado oposto da doctor 08. Linha guia do carrinho transportador de bobinas.		
Chamdo SODEXO SR-194368J4KT6",Daniel Fonseca,PS Packaging Materials Factory,,,Factory,Audit,1152,SIM,Restaurante / Sodexo,Movimentação de Materiais,Paletes / cargas,Palete ou carga em condição inadequada,NR 11,"Queda de carga, tombamento ou lesão por manuseio",bobina,Alta		
13586,2023-05-25,2023-07-25,,In Progress,Low (Ideally within 30 days),Apagar demarcação do chão doctor 08,"Apagar marcação de local de tapetão da doctor 08.		
Chamado SODEXO SR-194371-H9J1N4",RogerioSilva Santos,PS Packaging Materials Factory,,,Factory,Audit,1152,SIM,Restaurante / Sodexo,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",demarcacao,Alta		
13582,2023-05-25,2023-08-28,,In Progress,Low (Ideally within 30 days),Realizar demarcação lixeira DM 07,"Retirar marcação antiga e fazer marcação nova da lixeira doctor 07. Mudança de local.		
Chamado SODEXO SR-194367-R1B9D6",Alan Gobbi,PS Packaging Materials Factory,,,Factory,Audit,1152,SIM,Restaurante / Sodexo,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",demarcacao,Alta		
14606,2023-08-03,2023-10-31,2024-12-30,In Progress,Low (Ideally within 30 days),CHECK LIST DE PALETEIRA,Fazer um benchmarker do novo check list da paleteira da laminadora para a area de doctor.,Cezar Monteiro,PS Packaging Materials Factory,,,Factory,Audit,1082,SIM,Warehouse / Doca,Movimentação de Materiais,Paletes / cargas,Palete ou carga em condição inadequada,NR 11,"Queda de carga, tombamento ou lesão por manuseio",palete,Alta		
17836,2023-12-12,2023-12-12,,In Progress,Low (Ideally within 30 days),5S da aera de descarte de sucata com excesso de material,"5S da aera de descarte de sucata com excesso de material, palet fora da marcaçao.",Joselito Oliveira,PS Packaging Materials Factory,,,Factory,Audit,951,SIM,Produção / Fábrica,5S e Organização,Descarte / resíduos,Descarte ou segregação de resíduos inadequados,5S / Resíduos,"Contaminação, incêndio ou obstrução","descarte, sucata",Alta		
18140,2023-12-28,2024-01-06,,In Progress,Medium (Ideally within 14 days),Ventilador da Sala de manutenção empilhadeiras não está funcionando,Ventilador da Sala de manutenção empilhadeiras não está funcionando,,PS Packaging Materials Factory,,,Factory,Audit,935,SIM,Warehouse / Doca,Movimentação de Materiais,Empilhadeira / veículo industrial,Condição ou operação insegura de empilhadeira,NR 11,"Atropelamento, colisão ou tombamento",empilhadeira,Alta		
13585,2023-05-25,2024-01-30,,In Progress,Low (Ideally within 30 days),Apagar marcações do chão doctor 07,"Apagar marcações do chão atras da doctor 07, proximo a caçamba de panos.		
Chamado SODEXO SR-194370-T0W6Z7",Rogerio Fonseca,PS Packaging Materials Factory,,,Factory,Audit,1152,SIM,Restaurante / Sodexo,5S e Organização,Localização / armazenamento,"Materiais, ferramentas ou equipamentos fora do local padrão",5S,"Obstrução, perda de controle ou acidente","pano, panos",Média		
18087,2023-12-22,2024-01-31,,In Progress,High (Ideally within 7 days),SHE tour laminadora,"Eixo do filme R no kambam dos eixos do embobinador ( eixo sem utilidade)		
Balança em cima da caixa do cilindro chill roll (area de nips)		
Caixa de cilindro nip vazia ( are dos nips)",Anderson Barboza,PS Packaging Materials Factory,,,Factory,Audit,941,SIM,Laminação,Movimentação de Materiais,Paletes / cargas,Palete ou carga em condição inadequada,NR 11,"Queda de carga, tombamento ou lesão por manuseio",bobina,Alta		
18510,2024-01-31,2024-02-02,,In Progress,High (Ideally within 7 days),"Adequar bin 113, atendendo a norma de segurança em 20 cm.","Adequar bin 113, atendendo a norma de segurança em 20 cm.",Jefferson Santos,PS Packaging Materials Factory,,,Factory,Events,901,SIM,Produção / Fábrica,Condição de Segurança,Desvio de segurança não especificado,Condição insegura requer avaliação técnica,A definir,Risco ocupacional a confirmar,risco/segurança,Baixa		
18509,2024-01-31,2024-02-02,,In Progress,Low (Ideally within 30 days),Comunicação interna sobre melhor pratica de empilhamento e combinação de modelos de racks,Comunicação interna sobre melhor pratica de empilhamento e combinação de modelos de racks,Jardel Bohme,PS Packaging Materials Factory,,,Factory,Events,901,SIM,Produção / Fábrica,5S e Organização,Armazenamento,Material armazenado fora do padrão,5S / Armazenamento,"Queda de materiais, obstrução ou danos",empilhamento,Alta		
17887,2023-12-14,2024-02-02,,In Progress,Low (Ideally within 30 days),Pintura de demarcação,Abrir chamado para retocar a pintura de alguns pontos de demarcação de material,Weslley Paz,PS Packaging Materials Factory,,,Factory,Audit,949,SIM,Produção / Fábrica,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",demarcacao,Alta		
18354,2024-01-18,2024-02-15,2024-06-19,In Progress,Low (Ideally within 30 days),Revisar todo sistema de comunicação do processo,"Revisar todo sistema de comunicação do processo, para garantir que todas as pessoas tenham informação, aplicando o conceito CHA - Conhecimento/Habilidade/Atitude",Walter Gabaldo,PS Packaging Materials Factory,,,Factory,Events,914,SIM,Produção / Fábrica,Procedimentos e Capacitação,Treinamento / comunicação,"Necessidade de treinamento, orientação ou comunicação",Sistema de Gestão,Falha de conhecimento ou comportamento inseguro,comunicacao,Alta		
18513,2024-01-31,2024-02-29,,In Progress,Low (Ideally within 30 days),Re treinar a todos operadores que toda movimentação de racks,"Re treinar a todos operadores que toda movimentação de racks deverá ser de marcha ré e para utilizar o epaço correto para manobras, alinhamento o material antes de entrar no bin",Jefferson Santos,PS Packaging Materials Factory,,,Factory,Events,901,SIM,Produção / Fábrica,Procedimentos e Capacitação,Treinamento / reciclagem,Treinamento ou reciclagem operacional necessário,Sistema de Gestão,Erro operacional por conhecimento insuficiente,treinar,Média		
18512,2024-01-31,2024-02-29,,In Progress,Low (Ideally within 30 days),Aumentar o guarda corpo com giroflex pra evitar pegar atalho ao entrar no armazem x Bin,Aumentar o guarda corpo com giroflex pra evitar pegar atalho ao entrar no armazem x Bin,Jefferson Santos,PS Packaging Materials Factory,,,Factory,Events,901,SIM,Produção / Fábrica,Quedas e Circulação,Escada / guarda-corpo,"Escada, guarda-corpo ou proteção contra queda inadequada",NR 35 / NR 8,Queda de altura,guarda corpo,Alta		
18350,2024-01-18,2024-02-29,,In Progress,Low (Ideally within 30 days),Melhorar fluxo de transporte de pacientes em emergência acionado pelo ambulatório,Melhorar fluxo de transporte de pacientes em emergência acionado pelo ambulatório,Fabiana Paixao,PS Packaging Materials Factory,,,Factory,Events,914,SIM,Produção / Fábrica,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
18123,2023-12-27,2024-02-29,,In Progress,Medium (Ideally within 14 days),Goteiras no telhado do Almoxarifado de Manutenção da planta BR03,"Goteira no almoxarifado de manutenção de acordo com o ticket SR-160515-L9G0J6		
Obs: o ticket foi fechado porem o problema não foi solucionado.",,PS Packaging Materials Factory,,,Factory,Audit,936,SIM,Warehouse / Doca,Infraestrutura,Estrutura / manutenção predial,Condição predial ou estrutural inadequada,NR 8,"Queda de objeto, infiltração ou degradação",telhado,Alta		
18364,2024-01-19,2024-03-19,,In Progress,Low (Ideally within 30 days),Remoção e nova pintura de área de extintor em frente à porta de acesso à área SPOT,"This request is for  at Tetra Pak Monte Mor , Brazil location TETRA PAK MONTE MOR Property		
Request Number: SR-255400-C0X9C8 		
Received: 1/19/2024 3:54 PM 		
Reported By: Devlim Coradelli		
Affected Person: Devlim Coradelli		
Title: Mobile - Remoção e nova pintura de área de extintor.  		
Description:		
Por favor, remover a pintura do local de um extintor que está em frente à porta de acesso para área SPOT e fazer uma nova pintura ao lado da porta. 		
Location: TETRA PAK MONTE MOR Property - PRÉDIO CD TETRA PAK MONTE MOR -  -  -",Devlim Coradelli,PS Packaging Materials Factory,,,Warehouse,Audit,913,SIM,Warehouse / Doca,Prevenção de Incêndio,Extintor / hidrante,Equipamento de combate a incêndio inadequado,NR 23,Falha na resposta inicial a incêndio,extintor,Alta		
18363,2024-01-19,2024-03-19,,In Progress,Low (Ideally within 30 days),Buraco no Piso que da acesso pra oficina de Empilhadeira BIN 802,"This request is for  at Tetra Pak Monte Mor , Brazil location TETRA PAK MONTE MOR Property		
Request Number: SR-255392-P8K3D7 		
Received: 1/19/2024 3:42 PM 		
Reported By: Devlim Coradelli		
Affected Person: Devlim Coradelli		
Title: Mobile - Buraco no piso 		
Description:		
Tampar burraco no piso proximo ao bim 802 		
